Rank,Gender,Department,Department_Other,H,State,Salary_Dependency_In_Month,Salary_Dependency_In_Month_Other,Research_Funded_By_External_Grants,Deadline_Today,Workload_Today,Workplace,Workplace_Other,RS,WH,TWR,TWT,TWA,TWO,TW_Sum,BR,BR_Other,Email,Proposal,NP,Funding_Agency,Funding_Agency_Other,P_SR,AP,P_AR,P_DWH,P_DWR,P_DWT,P_DWA,P_DWO,P_DW_SUm,PDR,PDT,PDA,PDO,PD_Sum,P_T,P_DS,P_Disrupted_Research,P_Disrupted_Sleep,P_Disrupted_Diet,P_Disrupted_PA,P_Disrupted_IR,About_Proposal_Deadline,Conference,NCP,CR,C_SR,ACP,AR,C_DWH,C_DWR,C_DWT,C_DWA,C_DWO,C_DW_Sum,DDR,CDT,CDA,CDS,CD_Sum,C_T,C_DS,C_Disrupted_Research,C_Disrupted_Sleep,C_Disrupted_Diet,C_Disrupted_PA,C_Disrupted_IR,About_Conf_Deadline,how_mentally_demanding_was,how_physically_demanding_w,how_hurried_or_rushed_was,how_successful_were_you_in,how_hard_did_you_have_to_w,how_insecure_discouraged_i,i_feel_pleast,i_feel_nervous_and_restles,i_feel_satisfied_with_myse,i_wish_i_could_be_as_happy,i_feel_like_a_failure,i_feel_rested,i_am_calm_cool_and_collect,i_feel_that_difficulties_a,i_worry_too_much_over_some,i_am_happy,i_have_disturbing_thoughts,i_lack_self_confidence,i_feel_secure,i_make_decisions_easily,i_feel_inadequate,i_am_content,some_unimportant_thought_r,i_take_disappointments_so,i_am_a_steady_person,i_get_in_a_state_of_tensio,is_talkative,is_reserved,is_curious_about_many_diff,is_full_of_energy,starts_quarrels_with_other,is_a_reliable_worker,can_be_tense,does_a_through_job,gets_nervous_easily,is_ingenious_a_deep_thinke,take_some_time_off_and_get,focus_on_the_problem_and_s,blame_myself_for_having_go,treat_myself_to_a_favorite,feel_anxious_about_not_bei,think_about_how_i_solved_s,visit_a_friend,determine_a_course_of_acti,ciss9,blame_myself_for_being_too,work_to_understand_the_sit,become_very_upset,take_corrective_action_imm,blame_myself_for_not_knowi,spend_time_with_a_special,think_about_the_event_and,wish_that_i_could_change_w,go_out_fora_snack_or_meal,analyze_my_problem_before,focus_on_my_general_inadeq,phone_a_friend
Professor,Male,Engineering,,24,Michigan,Three months,,Fully funded,Yes,Standard,Office,,Hands-off,> 50,50,10,40,0,100,Every 3-4 hours,,Answer email as it comes,Yes,4,DOD,,50-75%,1-2 months,> 12 months,Significantly more,0,10,90,0,100,0,0,100,0,100,1-3 hours before deadline,Significantly  more,4,5,1,5,5,"Often the time compression is related to how much time the solicitation allows for proposal submission.  Frequently, this is only one month for many agencies.",Yes,2,A,75-90%,1-2 weeks,1-3 months,More,50,10,40,0,100,50,10,40,,100,Minutes before deadline,Significantly  more,3,3,1,3,3,,5,1,5,3,5,5,2,3,2,3,2,1,3,4,3,2,3,2,2,2,2,2,3,2,2,3,4,2,3,3,4,2,3,4,3,2,1,5,4,3,4,5,2,3,1,4,3,4,3,3,2,3,5,2,5,4,1
Professor,Male,Engineering,,45,North Carolina,1.5,1.5,100-75%,No,Heavy,Office,,Hands-off,40-50,30,0,50,20,100,Every 1-2 hours,,Answer email as it comes,Yes,3,DOE,,20-30%,1-2 months,> 12 months,More,30,0,50,20,100,30,0,50,20,100,1 day before deadline,Extremely less,3,1,1,2,2,It is a personal choice on how one resonds to deadlines.,Yes,4,A*,> 90%,1-2 months,> 12 months,About the same,30,0,50,20,100,30,0,50,20,100,1 day before deadline,Extremely less,1,1,1,1,1,,5,3,5,7,7,1,4,1,4,1,1,3,3,1,1,4,1,1,4,4,1,4,2,1,4,2,1,5,2,5,3,5,2,5,1,4,2,5,1,3,1,5,4,5,3,3,5,2,5,1,1,5,4,5,2,1,1
Assistant Professor,Female,Computer Science,,10,Massachusetts,Three months,,25-1%,No,Standard,Home,,Hands-off,40-50,50,30,0,20,100,Every 1-2 hours,,Answer email as it comes,Yes,3,NSF,,< 10%,2-4 weeks,< 1 month,Significantly more,60,20,0,20,100,60,20,0,20,100,2 or more days before deadline,Significantly  more,3,1,3,3,1,,Yes,3,A,20-30%,> 2 months,3-6 months,More,60,20,0,20,100,70,20,0,10,100,3-6 hours before deadline,Same,3,1,1,1,1,,6,1,2,5,4,2,3,3,3,1,1,3,2,1,2,3,1,1,3,4,2,3,1,1,4,2,4,4,2,2,1,4,4,2,4,5,2,5,1,4,1,5,3,5,5,2,4,2,4,1,4,4,2,4,5,1,4
Professor,Male,Engineering,,90,Texas,Three months,,100-75%,Yes,Heavy,Home,,Hands-off,40-50,50,30,10,10,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,1,SRC,SRC,75-90%,> 2 months,6-12 months,Significantly more,60,30,10,0,100,50,30,20,0,100,1 day before deadline,Significantly  more,3,4,3,5,4,,Yes,2,A*,> 90%,> 2 months,> 12 months,More,40,30,20,10,100,40,30,20,10,100,1 day before deadline,Significantly  more,4,4,4,4,3,,5,2,3,6,4,6,2,3,2,3,2,2,2,3,2,2,1,2,3,3,2,2,2,2,3,3,4,4,1,3,2,4,2,5,4,4,3,5,4,2,3,4,2,4,1,2,5,4,4,2,3,4,4,2,5,3,1
Associate Professor,Female,Computer Science,,14,Oklahoma,Three months,,Fully funded,No,Standard,Office,,Hands-on,> 50,30,50,,20,100,Every 1-2 hours,,Answer email as it comes,Yes,1,NSF,,50-75%,> 2 months,6-12 months,Significantly more,50,50,,0,100,30,50,,20,100,1 day before deadline,Extremely less,3,4,1,2,1,,Yes,1,A,75-90%,1-2 months,6-12 months,Significantly more,50,40,,10,100,30,50,NA,20,100,1 day before deadline,Extremely less,3,2,1,1,1,,4,1,3,6,4,1,4,1,3,1,1,3,4,2,1,4,1,2,4,4,2,4,1,1,4,1,5,5,2,5,1,2,1,4,1,4,2,5,4,5,1,5,2,4,1,1,5,1,5,2,1,5,1,5,4,1,2
Assistant Professor,Female,Biology,,3,Connecticut,Three months,,100-75%,Yes,Standard,Office,,Hands-on,> 50,50,20,20,10,100,Every hour,,Answer email as it comes,Yes,1,NIH,,10-20%,> 2 months,3-6 months,Significantly more,100,0,0,0,100,100,0,0,0,100,1-3 hours before deadline,Significantly  more,4,4,4,1,2,"As stressful as deadlines are, I am 100% motivated by them and would not be as productive if left to my own devices.  I am in favor of deadlines!",No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,1,5,3,6,4,3,2,4,1,2,2,3,2,2,4,1,2,3,2,2,3,3,2,3,2,2,4,4,4,4,5,4,5,3,5,2,4,2,5,2,3,2,4,5,1,4,1,5,4,1,3,2,4,2,3,1
Assistant Professor,Male,Engineering,,12,Michigan,Three months,,25-1%,Yes,Heavy,Home,,Hands-off,> 50,70,20,,10,100,Every 1-2 hours,,Answer email in batches once  or twice per day,Yes,4,NSF,,< 10%,1-2 months,1-3 months,Significantly more,80,10,,10,100,100,0,0,0,100,1 day before deadline,Significantly  more,4,3,2,2,3,Most universities want the proposal ready sooner so that they can submit on time.,Yes,4,A,> 90%,1-2 months,< 1 month,More,70,20,0,10,100,100,0,0,0,100,3-6 hours before deadline,Same,3,2,1,1,1,,5,2,3,6,4,1,2,4,2,3,2,2,3,3,2,2,2,2,3,2,2,2,3,2,2,1,4,4,4,5,4,4,1,5,4,5,4,5,5,2,4,5,4,5,1,1,4,3,5,4,5,5,4,4,4,4,4
Professor,Male,Engineering,,36,Virginia,Three months,,100-75%,Yes,Heavy,Home,,Hands-off,> 50,50,10,30,10,100,Every 1-2 hours,,Answer email as it comes,Yes,1,NSF,,20-30%,1-2 months,< 1 month,More,60,10,30,,100,80,10,10,,100,3-6 hours before deadline,Same,3,2,2,4,2,,Yes,>= 10,A,30-50%,1-2 weeks,3-6 months,More,60,10,20,10,100,70,10,20,,100,1-3 hours before deadline,Same,3,2,2,3,2,,5,2,4,5,5,2,3,2,3,2,2,3,3,2,2,3,1,2,3,3,2,3,2,2,3,2,4,5,3,4,2,3,2,4,2,4,3,4,2,1,2,3,1,4,1,2,5,2,3,2,1,4,3,1,5,1,1
Professor,Male,Engineering,,29,Michigan,Three months,,100-75%,Yes,Standard,Home,,Hands-on,> 50,40,40,,20,100,Every 3-4 hours,,Answer email as it comes,Yes,4,NIH,,10-20%,1-2 months,3-6 months,More,60,30,,10,100,80,20,,,100,1 day before deadline,Significantly  more,4,2,2,3,3,,Yes,4,A,75-90%,1-2 months,6-12 months,About the same,60,30,,10,100,40,40,NA,20,100,1-3 hours before deadline,Same,5,1,1,2,2,,3,1,2,5,5,2,4,1,4,1,1,3,3,2,2,4,1,1,4,3,1,3,1,1,4,2,4,3,1,4,2,4,5,5,3,5,3,5,2,4,1,5,2,4,1,1,5,2,4,3,4,5,1,5,4,1,2
Assistant Professor,Male,Engineering,,10,Michigan,Three months,,100-75%,No,Heavy,Office,,Hands-off,> 50,20,50,20,10,100,Every 1-2 hours,,Answer email as it comes,Yes,2,DOD,,20-30%,2-4 weeks,3-6 months,More,50,30,20,0,100,80,10,10,0,100,1-3 hours before deadline,Significantly  more,4,5,4,5,5,I never have enough time. Teaching is time sink that holds me back.,Yes,1,A*,75-90%,1-2 months,< 1 month,More,50,30,20,0,100,80,10,10,0,100,1-3 hours before deadline,Significantly  more,4,4,4,5,5,"The CORE ranking is incomplete. It does not list any of the conferences I attend, though they are flagship conferences in their area.",3,3,3,2,3,3,2,3,2,2,2,2,3,4,2,2,2,1,3,3,2,2,3,2,3,2,4,5,1,4,1,5,1,5,2,5,3,5,2,5,4,4,2,5,3,1,5,3,5,1,2,1,4,5,5,2,5
Professor,Male,Chemistry,,32,Ohio,12,12,25-1%,No,Light,Office,,Hands-on,30-40,100,0,0,0,100,Every 1-2 hours,,Answer email as it comes,Yes,1,NIH,,30-50%,> 2 months,6-12 months,About the same,100,0,0,0,100,100,0,0,0,100,1 day before deadline,Same,2,2,1,1,1,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,1,1,1,7,4,1,4,1,4,1,1,4,4,1,1,4,1,1,4,4,1,4,2,1,4,1,5,5,1,5,1,3,3,5,1,5,1,5,3,3,1,5,3,5,1,1,3,1,5,1,3,5,3,1,5,3,3
Assistant Professor,Female,Biology,,7,Virginia,Three months,,Not funded,No,Standard,Home,,Hands-on,> 50,30,40,20,10,100,Every 3-4 hours,,Answer email as it comes,Yes,2,NSF,,< 10%,> 2 months,1-3 months,Less,30,40,20,10,100,40,40,20,0,100,3-6 hours before deadline,Extremely  more,3,4,3,5,1,"Having deadlines can help with accountability but most of the stress comes from making sure that my university's grants office can get their tasks completed on time. Especially during the pandemic, it was extra stressful to be submitting a grant proposal when important staff members had been laid off or forced to reapply for their jobs and, thus, had limited capacities to be working on our grant submissions.",No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,4,2,3,4,4,2,2,3,2,4,2,1,2,3,3,1,1,3,2,2,2,1,3,2,2,3,4,5,2,1,2,1,3,5,4,4,2,5,4,4,5,5,1,5,2,1,5,4,3,2,1,4,4,4,5,2,2
Associate Professor,Male,Computer Science,,20,Texas,Three months,,50-25%,No,Light,Office,,Hands-off,30-40,50,30,,20,100,Every 1-2 hours,,Answer email as it comes,Yes,2,NSF,,< 10%,> 2 months,3-6 months,More,60,30,,10,100,70,,30,,100,3-6 hours before deadline,Significantly  more,3,3,3,3,3,,Yes,2,A*,< 10%,> 2 months,3-6 months,Significantly more,60,30,,10,100,80,20,NA,,100,1-3 hours before deadline,Extremely  more,5,4,3,5,4,,5,2,3,6,4,4,3,3,2,3,2,2,3,2,2,3,1,2,2,3,2,3,2,2,3,2,4,4,4,3,3,2,3,3,5,4,4,5,2,3,4,4,3,4,3,1,3,3,5,1,3,4,3,2,4,2,3
Associate Professor,Male,Computer Science,,45,Virginia,Three months,,75-50%,No,Standard,Home,,Hands-on,40-50,40,40,20,,100,Every 1-2 hours,,Answer email as it comes,Yes,2,NSF,,20-30%,1-2 months,6-12 months,Significantly more,60,20,20,0,100,90,10,,,100,1-3 hours before deadline,Extremely  more,3,3,2,4,4,,Yes,2,A*,20-30%,1-2 months,6-12 months,Significantly more,70,20,10,,100,80,20,NA,,100,1-3 hours before deadline,Extremely  more,4,4,3,4,4,,6,1,4,5,5,5,2,3,2,3,3,2,2,3,3,2,3,3,2,2,3,2,3,3,2,3,4,4,4,2,2,3,3,3,4,5,4,3,4,2,4,3,2,3,2,2,3,4,3,3,3,3,3,2,3,4,1
Associate Professor,Male,Other,Communication Studies,32,Illinois,0,0,25-1%,No,Standard,Home,,Hands-on,40-50,40,30,20,10,100,Every 1-2 hours,,Answer email as it comes,Yes,1,NSF,,50-75%,> 2 months,1-3 months,About the same,50,20,20,10,100,50,30,10,10,100,1 day before deadline,Same,2,2,2,2,2,,Yes,1,A,50-75%,> 2 months,6-12 months,About the same,50,30,10,10,100,50,30,20,0,100,3-6 hours before deadline,Same,2,2,2,2,2,,3,1,2,5,2,5,3,2,2,2,1,3,3,2,2,3,1,2,2,2,2,3,3,1,2,2,4,3,1,4,2,2,5,5,3,4,5,5,4,4,2,4,2,4,1,1,5,4,4,2,1,4,2,2,4,2,2
Professor,Female,Engineering,,61,Illinois,Three months,,100-75%,No,Standard,Home,,Hands-off,> 50,40,30,20,10,100,Every 3-4 hours,,Answer email as it comes,Yes,3,NSF,,10-20%,> 2 months,1-3 months,More,70,20,10,0,100,80,10,10,,100,1 day before deadline,Extremely  more,4,5,1,4,3,The stress of deadlines drives me to submissions which do not have deadlines. The quality of the proposals is also higher. But the stress in this case lingers.,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,3,1,3,2,6,6,2,2,1,2,4,1,4,4,4,1,2,2,4,1,4,1,4,3,4,1,5,4,1,4,2,2,4,5,1,4,1,5,4,2,4,4,1,4,1,4,5,2,4,4,1,4,4,1,5,4,1
Professor,Female,Medicine,,50,Illinois,12,12,Fully funded,Yes,Standard,Office,,Hands-on,> 50,50,30,10,10,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,2,NIH,,50-75%,> 2 months,> 12 months,Significantly more,90,10,,,100,50,10,40,,100,1 day before deadline,Significantly  more,3,4,4,4,4,None  ,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,1,4,4,6,3,3,2,3,1,1,3,2,2,1,3,1,2,3,3,1,4,1,2,3,1,4,5,1,4,3,4,1,5,1,4,2,5,4,4,1,5,5,5,4,2,5,2,4,1,5,4,4,4,5,2,5
Professor,Male,Medicine,,52,Ohio,8,8,50-25%,No,Standard,Office,,Hands-off,40-50,60,10,20,10,100,Every 3-4 hours,,Answer email as it comes,Yes,1,NIH,,10-20%,> 2 months,> 12 months,More,80,0,10,10,100,100,0,0,0,100,1 day before deadline,Extremely  more,4,3,1,5,3,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,2,1,3,4,3,2,2,2,3,1,2,3,2,1,2,3,1,2,3,2,2,3,2,2,2,2,1,5,1,2,1,3,1,2,4,5,1,5,3,2,3,5,1,5,1,2,5,4,4,3,1,4,4,1,5,4,1
Associate Professor,Female,Engineering,,12,Michigan,Three months,,100-75%,Yes,Standard,Home,,Hands-on,40-50,50,30,10,10,100,Every 1-2 hours,,Answer email as it comes,Yes,2,NSF,,< 10%,1-2 months,3-6 months,Significantly more,80,10,10,0,100,50,30,10,10,100,2 or more days before deadline,Same,3,3,2,2,2,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,3,5,3,5,6,2,3,2,4,3,1,2,3,2,2,1,4,2,2,3,2,2,2,2,3,3,4,2,1,2,4,2,4,4,3,2,4,4,1,4,5,4,4,2,2,4,3,4,4,2,5,5,1,4,4,4
Professor,Male,Psychology,,37,Maryland,Three months,,100-75%,Yes,Standard,Home,,Hands-on,> 50,60,20,10,10,100,Every 1-2 hours,,Answer email as it comes,Yes,2,DOD,,30-50%,1-2 months,3-6 months,More,70,20,0,10,100,60,20,10,10,100,1 day before deadline,Same,2,3,2,3,2,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,1,1,1,5,1,2,3,2,3,2,1,1,3,3,2,3,2,2,3,3,2,4,2,2,3,2,4,5,1,4,4,5,3,5,4,4,4,4,4,4,4,3,2,3,3,2,4,4,3,3,2,3,4,4,3,3,2
Assistant Professor,Female,Engineering,,14,Illinois,Three months,,25-1%,Yes,Heavy,Office,,Hands-off,> 50,40,30,10,20,100,Every 3-4 hours,,Answer email as it comes,Yes,4,NSF,,< 10%,2-4 weeks,1-3 months,Significantly more,70,20,0,10,100,80,20,0,0,100,3-6 hours before deadline,Extremely  more,3,5,3,5,3,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,6,1,5,3,5,6,2,3,2,3,2,2,2,4,3,3,1,2,3,3,2,3,2,2,3,1,4,4,1,3,4,4,2,5,4,3,4,5,3,4,4,4,2,4,1,3,5,2,3,4,3,5,4,4,4,4,2
Associate Professor,Female,Biology,,19,Texas,Three months,,Fully funded,No,Standard,Home,,Hands-on,> 50,60,20,10,10,100,Every 1-2 hours,,Answer email in batches once  or twice per day,Yes,1,NSF,,20-30%,> 2 months,> 12 months,More,70,20,10,0,100,60,20,10,10,100,3-6 hours before deadline,Significantly  more,4,2,1,3,2,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,4,3,5,4,3,2,3,2,3,2,1,3,1,2,2,1,3,3,2,2,3,1,2,3,1,5,5,1,2,2,1,1,5,2,4,4,4,3,4,4,5,3,4,2,3,5,4,2,4,3,4,4,2,5,2,5
Professor,Male,Computer Science,,135,Massachusetts,Three months,,100-75%,Yes,Standard,Home,,Hands-on,> 50,40,20,20,20,100,Every 1-2 hours,,Answer email as it comes,Yes,3,NSF,,30-50%,1-2 months,6-12 months,More,60,20,10,10,100,60,20,10,10,100,1 day before deadline,Same,3,2,2,2,2,,Yes,4,A,30-50%,2-4 weeks,6-12 months,More,60,20,10,10,100,60,20,10,10,100,Minutes before deadline,Same,3,2,2,2,2,,4,2,2,4,3,1,4,2,4,1,1,2,3,1,2,4,1,2,4,3,2,4,2,1,4,2,4,4,2,4,3,3,1,4,3,5,3,4,3,2,2,3,2,3,2,1,4,3,3,1,2,4,3,2,3,2,2
Associate Professor,Male,Mathematics,,16,Massachusetts,1,1,Not funded,No,Heavy,Office,,Hands-on,40-50,50,30,10,10,100,Every 1-2 hours,,Answer email as it comes,Yes,2,NSF,,20-30%,2-4 weeks,< 1 month,More,60,30,10,0,100,60,30,10,0,100,1-3 hours before deadline,Same,3,2,2,3,3,The questions don't really make sense in my case. I don't think the questionnaire was thought through well.,Yes,2,A*,< 10%,> 2 months,> 12 months,Significantly more,70,30,0,0,100,70,30,0,0,100,3-6 hours before deadline,Same,4,3,2,3,3,Questions should not be biased toward lab sciences,5,1,5,4,5,5,3,2,3,2,3,2,2,2,2,3,1,1,2,2,1,3,2,1,4,2,2,5,3,2,3,3,5,5,2,3,3,4,2,4,2,3,2,4,1,1,4,3,2,1,4,3,2,4,3,1,3
Assistant Professor,Male,Biology,,15,Ohio,Three months,,75-50%,No,Standard,Home,,Hands-on,40-50,20,40,30,10,100,Every 1-2 hours,,Answer email as it comes,Yes,2,NSF,,< 10%,> 2 months,3-6 months,More,0,30,70,0,100,20,30,30,20,100,1 day before deadline,Significantly  more,4,3,3,3,2,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,1,4,4,4,4,2,3,2,2,2,2,2,3,3,2,1,2,2,1,2,2,3,2,2,3,5,3,4,3,2,2,4,4,4,4,2,3,4,3,1,3,1,3,1,1,4,1,1,1,4,5,4,2,4,4,1
Professor,Male,Psychology,,110,Texas,Three months,,75-50%,Yes,Standard,Home,,Hands-on,40-50,40,20,30,10,100,Every 1-2 hours,,Answer email as it comes,Yes,2,NIH,,20-30%,> 2 months,3-6 months,Significantly more,70,10,10,0,90,100,,,,100,1-3 hours before deadline,Significantly  more,2,3,3,3,3,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,3,3,3,5,3,2,3,2,3,2,1,3,3,2,2,3,1,1,3,4,1,3,2,1,4,1,5,5,1,4,2,1,2,5,4,4,2,5,3,3,2,4,2,5,2,2,4,2,4,2,4,5,4,4,4,2,3
Professor,Male,Other,Pharmacy ,65,Texas,Three months,,Fully funded,Yes,Heavy,Office,,Hands-off,> 50,70,10,10,10,100,Every 3-4 hours,,Answer email as it comes,Yes,3,NIH,,< 10%,> 2 months,> 12 months,Significantly more,80,10,10,0,100,80,10,10,,100,2 or more days before deadline,Same,2,3,2,2,1,,Yes,2,A,20-30%,2-4 weeks,6-12 months,About the same,70,10,10,10,100,70,10,10,10,100,2 or more days before deadline,Same,2,1,1,1,1,,6,3,4,6,6,2,3,2,3,3,1,2,3,2,1,3,1,1,3,2,2,3,1,1,3,2,4,5,1,3,4,5,1,5,1,5,4,5,4,2,2,5,5,4,2,2,4,2,4,2,4,4,1,1,4,4,3
Associate Professor,Male,Psychology,,38,Texas,Three months,,75-50%,No,Standard,Office,,Hands-on,> 50,60,20,10,10,100,Every 3-4 hours,,Answer email as it comes,Yes,1,NIH,,< 10%,> 2 months,> 12 months,Significantly more,30,20,40,10,100,0,20,70,10,100,2 or more days before deadline,Significantly  more,4,5,5,5,5,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,6,3,3,3,3,1,3,2,2,2,2,1,2,2,2,3,1,3,2,2,3,3,2,2,3,2,4,5,1,4,3,3,1,5,4,3,4,5,4,4,3,4,3,4,2,3,4,3,4,3,3,5,4,4,4,3,3
Professor,Male,Other,Political Science,15,Texas,Three months,,75-50%,No,Standard,Home,,Hands-on,40-50,50,10,10,30,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,2,Philanthropic foundations,Philanthropic foundations,30-50%,2-4 weeks,3-6 months,About the same,50,10,10,30,100,80,10,0,10,100,2 or more days before deadline,Same,3,2,1,1,1,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,1,2,4,3,3,2,2,2,3,2,1,1,2,3,2,2,2,2,3,2,1,3,2,1,2,1,3,1,2,1,3,2,3,2,5,4,5,4,2,3,4,2,5,1,2,4,4,3,4,4,3,4,2,4,2,1
Assistant Professor,Female,Biology,,4,Alabama,7,7,100-75%,No,Light,Office,,Hands-off,< 30,0,0,0,100,100,Every hour,,Answer email as it comes,Yes,1,NSF,,< 10%,< 1 week,< 1 month,Significantly less,0,0,0,100,100,0,0,0,100,100,Minutes before deadline,Extremely less,1,1,1,1,1,,Yes,2,A,< 10%,< 1 week,< 1 month,Significantly less,0,0,0,100,100,0,0,0,0,0,Minutes before deadline,Extremely less,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Associate Professor,Male,Physics,,24,Arizona,Three months,,75-50%,No,Heavy,Home,,Hands-on,> 50,30,20,40,10,100,Every 1-2 hours,,Answer email as it comes,Yes,2,NSF,,30-50%,> 2 months,> 12 months,About the same,10,20,60,10,100,10,20,60,10,100,1 day before deadline,Significantly less,2,2,2,2,3,Deadlines are very useful.,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,6,2,5,4,5,4,3,3,2,1,1,3,3,2,2,3,1,1,4,3,2,3,2,1,4,2,5,4,3,2,2,3,3,4,1,4,5,4,3,2,3,4,3,4,3,1,5,1,4,2,4,4,2,4,5,2,2
Assistant Professor,Female,Chemistry,,11,Illinois,Three months,,75-50%,Yes,Standard,Home,,Hands-off,40-50,60,10,20,10,100,Every 3-4 hours,,Answer email as it comes,Yes,3,NIH,,10-20%,> 2 months,1-3 months,Significantly more,90,0,10,0,100,10,0,90,0,100,2 or more days before deadline,Same,3,2,1,2,1,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,4,2,5,3,4,2,3,2,2,1,2,3,2,3,1,4,1,2,3,3,2,2,2,1,3,2,1,5,1,3,2,5,1,4,2,2,4,4,1,2,2,1,5,4,3,1,5,3,3,1,1,3,4,1,4,1,3
Professor,Male,Biology,,69,Florida,Three months,,50-25%,No,Standard,Office,,Hands-off,40-50,30,30,20,20,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,2,NIH,,20-30%,1-2 months,> 12 months,Significantly more,80,20,,,100,100,0,0,0,100,1-3 hours before deadline,Extremely  more,2,2,2,5,4,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,3,1,2,5,2,1,3,2,3,1,1,3,3,2,1,3,1,1,4,3,2,3,1,1,4,1,4,5,4,3,1,2,3,5,3,5,2,4,2,1,2,3,2,5,1,1,4,1,4,1,3,4,3,1,3,2,3
Associate Professor,Male,Engineering,,23,Florida,Three months,,100-75%,No,Heavy,Home,,Hands-on,40-50,70,20,10,0,100,Every 1-2 hours,,Answer email in batches once  or twice per day,Yes,3,NSF,,< 10%,2-4 weeks,> 12 months,Significantly more,90,10,0,0,100,20,40,40,0,100,3-6 hours before deadline,Significantly less,3,3,1,2,3,"Day of submission is typically waiting for final approvals, so that is the day I start getting caught up on everything else.  I typically put any non-urgent items on hold for the week or two before submitting and then spend the following week getting caught up.  Also, in regards to email, I sometimes respond right away if the email is quick and will help someone else continue working.  I go through email about twice per day to do medium size tasks, but the big tasks tend to get left for several days so I can schedule time to take care of it.  I generally think proposal deadlines are good because it give you a point in time to aim for.  Without deadlines, it is easy to push them off and it generally takes more time to actually complete it.  This is similar to students submitting journals (takes longer with no deadlines) compared to conferences (which have deadlines).",Yes,2,A,50-75%,2-4 weeks,6-12 months,About the same,70,20,10,,100,70,20,10,,100,1-3 hours before deadline,Same,1,2,1,1,1,,5,1,5,5,5,5,3,2,4,2,2,1,3,1,2,3,1,2,3,3,2,4,1,2,4,1,4,4,3,3,4,4,2,4,3,4,4,4,3,2,2,4,2,4,2,2,5,3,4,2,4,4,4,2,4,3,2
Professor,Male,Engineering,,87,California,Three months,,100-75%,No,Standard,Home,,Hands-off,30-40,50,20,0,30,100,Every 1-2 hours,,Answer email in batches once  or twice per day,Yes,2,NASA,,20-30%,2-4 weeks,1-3 months,More,70,20,0,10,100,90,10,0,,100,1-3 hours before deadline,Same,1,2,1,1,1,,Yes,3,A,20-30%,1-2 months,3-6 months,More,70,20,0,10,100,90,0,0,10,100,3-6 hours before deadline,Same,2,2,1,1,1,,3,1,3,4,3,3,3,1,3,1,1,3,4,1,1,3,1,1,4,3,1,4,1,1,4,1,2,5,1,5,2,5,2,4,2,4,4,5,1,2,1,5,5,5,4,1,4,2,4,1,1,2,2,3,3,2,4
Professor,Male,Engineering,,10,Alabama,Three months,,75-50%,Yes,Heavy,Office,,Hands-off,40-50,50,20,20,10,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,3,NSF,,< 10%,1-2 months,< 1 month,More,80,20,0,0,100,90,10,,,100,3-6 hours before deadline,Extremely  more,2,3,1,3,1,,Yes,2,B,50-75%,> 2 months,6-12 months,More,60,20,20,,100,60,20,20,,100,1 day before deadline,Same,2,1,1,2,1,,5,2,4,4,5,1,3,2,3,1,1,2,3,2,2,3,1,1,4,3,1,1,2,2,4,2,4,5,1,4,2,3,1,5,1,3,4,5,2,1,2,4,3,5,1,1,4,2,4,1,3,4,4,1,4,3,4
